2025-09-01 15:42:41.030 | INFO     | __main__:execute_and_save_ping:108 - 执行命令: ping 2.2.2.26 -c 400
2025-09-01 15:45:45.343 | INFO     | __main__:close:190 - 已关闭与 10.50.36.46 的SSH连接
2025-09-01 15:49:49.946 | INFO     | __main__:main:244 - 启动SSH ping测试
2025-09-01 15:49:49.946 | INFO     | __main__:main:245 - 服务器: 10.50.36.46:22
2025-09-01 15:49:49.946 | INFO     | __main__:main:246 - 目标: 2.2.2.26, ping次数: 400
2025-09-01 15:49:49.946 | INFO     | __main__:main:247 - 保存位置: ./ping_file/9-1-c2.txt
2025-09-01 15:49:50.061 | SUCCESS  | __main__:connect:63 - 成功连接到 10.50.36.46
2025-09-01 15:49:50.143 | INFO     | __main__:execute_and_save_ping:108 - 执行命令: ping 2.2.2.26 -c 400
2025-09-01 15:54:34.552 | INFO     | __main__:close:190 - 已关闭与 10.50.36.46 的SSH连接
2025-09-01 15:54:58.208 | INFO     | __main__:main:244 - 启动SSH ping测试
2025-09-01 15:54:58.208 | INFO     | __main__:main:245 - 服务器: 10.50.36.46:22
2025-09-01 15:54:58.213 | INFO     | __main__:main:246 - 目标: 2.2.2.26, ping次数: 400
2025-09-01 15:54:58.213 | INFO     | __main__:main:247 - 保存位置: ./ping_file/9-1-c3.txt
2025-09-01 15:54:58.326 | SUCCESS  | __main__:connect:63 - 成功连接到 10.50.36.46
2025-09-01 15:54:58.385 | INFO     | __main__:execute_and_save_ping:108 - 执行命令: ping 2.2.2.26 -c 400
2025-09-01 15:58:49.021 | INFO     | __main__:close:190 - 已关闭与 10.50.36.46 的SSH连接
2025-09-01 16:00:51.031 | INFO     | __main__:main:244 - 启动SSH ping测试
2025-09-01 16:00:51.031 | INFO     | __main__:main:245 - 服务器: 10.50.36.46:22
2025-09-01 16:00:51.031 | INFO     | __main__:main:246 - 目标: 2.2.2.26, ping次数: 400
2025-09-01 16:00:51.031 | INFO     | __main__:main:247 - 保存位置: ./ping_file/9-1-c4.txt
2025-09-01 16:00:51.141 | SUCCESS  | __main__:connect:63 - 成功连接到 10.50.36.46
2025-09-01 16:00:51.216 | INFO     | __main__:execute_and_save_ping:108 - 执行命令: ping 2.2.2.26 -c 400
2025-09-01 16:06:23.611 | INFO     | __main__:close:190 - 已关闭与 10.50.36.46 的SSH连接
